,text,label
250,"'Fascinating' and 'provocative' research examines genetic elements of bipolar, schizophrenia",0
251,"2008 Taipei Cycle: Interview with Fma International about the design of ""Champion Cheongsam""",0
252,Filipino activist arrested for disrupting Manila Cathedral mass in Reproductive Health Bill protest,0
253,"6-year-old boy in Colorado found alive, unhurt after runaway balloon allegedly carried him away",0
254,"In Case You're Wondering, This Is What David Beckham Looks Like Dressed Up As Freddie Mercury",1
255,"Wikinews investigates: Advertisements disguised as news articles trick unknowing users out of money, credit card information",0
256,A Single College Student Got Tired Of Couples Pictures So She Did A Romantic Photo Shoot With Pizza,1
257,U.S. did not inform Pakistan of bin Laden mission because of suspicions he was being harbored by government,0
258,"Battle for Trafalgar Square, London as violence breaks out between demonstrators and riot police",0
259,U.S. Coast Guard investigation finds 'poor safety culture' contributed to Deepwater Horizon disaster,0
260,"'Invitational Games for the Deaf, Taipei 2008' starts, new slogan for 2009 Summer Deaflympics unveiled",0
261,Wikinews interviews Stephen Murphy about the upcoming by-election in the Higgins electorate of the Australian parliament,0
262,"Woman hospitalized after allegedly stabbing daughter to death at Fort MacArthur, California",0
263,A Dad Surprised His Kids With His Military Homecoming By Dressing Up As A Gift From Their Elf,1
264,The Best Jokes On The Internet As Queen Elizabeth II Became Britain's Longest-Reigning Monarch,1
265,Representative for ACLU tells Wikinews their opinion on lifting of Wikileaks court injunction,0
266,A Man With Crohn's Disease Shared A Photo To Prove That Looks Can Be Deceiving And It Went Viral,1
267,We Deep-Fried 12 Things That Weren't Mars Bars At A Scottish Chippy And This Is What Happened,1
268,Oil spill in Gulf of Mexico reported to have reached coast; offshore drilling ban announced by Obama administration,0
269,43 Important Pictures Of Me Watching The Livestream Of Shia LaBeouf Watching His Own Movies,1
270,NAFTA dismisses US claims of Canadian violation of Trade Agreement rules in softwood lumber dispute,0
271,"Gus Kenworthy's Instagram Photos Are So Good, He Might Have Second Career As A Photographer",1
272,"Justin Bieber Called Bette Midler ""Britt Meddler"" And Hopefully This Is The Start Of An Amazing Feud",1
273,A Canadian Mailman Just Found The Woman Who Wrote A Heartbreaking Letter To Santa 22 Years Ago,1
274,23 Things You'll Understand If You're In A Committed Relationship With Your Hair Straighteners,1
275,"After Her Wedding Was Canceled, A Bride's Family Turned Her Reception Into A Feast For The Homeless",1
276,"Oprah Revealed That She Repeatedly Yelled ""You Get A Car!"" Because Everyone Was Confused As Fuck",1
277,Neil Patrick Harris And His Kids Singing In The Morning Will Make You Wish You Were Part Of His Family,1
278,"Emergency declared in US state of Washington, eight additional casualties, many still without power",0
279,A 12-Year-Old Sikh Boy In Texas Was Arrested When A Classmate Joked About A Bomb In His Bag,1
280,"What Happened To This Guy On ""First Dates"" Will Give Hope To Socially Anxious People Everywhere",1
281,These Teens Used Actual Scarlet Letters As A Clever Way To Protest Their  School's Sexist Dress Code,1
282,"Australian football: Melbourne through to A-League Grand Final, Adelaide to play Queensland in preliminary final",0
283,General who oversaw military tribunals at Guantanamo is being investigated for abuse of power,0
284,"Tsunami bulletin issued from Pacific coast of California-Mexico border to Vancouver, Canada",0
285,A 22-Year-Old Whose Husband And Baby Were Killed By A Drunk Driver Has Posted A Gut-Wrenching Facebook Plea,1
286,Here's What You Need To Know About The Indian Law That Let Police Arrest An Actor For Mimicry,1
287,Harry Potter And The Cursed Child Tickets Have Gone On Sale And People Are Losing Their Shit,1
288,A Photo Of A Trauma Nurse Cuddling With Her Son After Work Is Going Viral For All The Right Reasons,1
289,"Teachers at Australian school shocked at no warning over redundancies, can apply before 'externals'",0
290,Every Piece Of Evidence That Proves Anna Faris And Chris Pratt Have The Cutest Family In Existence,1
291,Here's A Mouthwatering Step-By-Step Guide To Making The Most Insanely Delicious Fried Chicken,1
292,"Man dies after being shot outside his house in Lanarkshire, Scotland; murder investigation launched",0
293,"Craig David Turned Justin Bieber's ""Love Yourself"" Into A Soulful Garage Tune And It's Amazing",1
294,Bush Administration changes official position on legitimacy of Qur'an desecration allegations,0
295,Can You Get Through These Pictures Of Zac Efron Wearing Tiny Shorts Without Gasping For Air,1
296,This Model Had The Perfect Response When A Reporter Asked What She'd Eat After A Fashion Show,1
297,"Adele's Classroom-Instruments Rendition Of ""Hello"" With Jimmy Fallon And The Roots Is Obviously Amazing",1
298,Suspicions of nepotism arise from pulping of new Australian industrial relations information booklets,0
299,"SOUND THE ALARMS: Pepsi Perfect From ""Back To The Future Part II"" Is Finally Being Released",1
300,"Past Eurovision contestants give advice to this year's performers, speculate on who will win",0
301,A Father Surprised His Daughter By Standing Up Without His Wheelchair And Walked Her Down The Aisle,1
302,Wikinews interviews Dr Clive Hamilton about the upcoming by-election in the Higgins electorate of the Australian parliament,0
303,"The Best Husband Ever Surprised His Wife With An Incredibly Detailed ""Harry Potter"" Birthday Party",1
304,Inspectors close Chicago landmark Healthy Food restaurant after finding dead mouse in cooler,0
305,Queen JoJo Just Slayed All Your Faves (Except Adele) With This Powerful Tonight Show Performance,1
306,"Former Canadian Prime Minister Trudeau criticised in new book ""Brian Mulroney: Memoirs 1939-1993""",0
307,Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her,0
308,Lostprophets singer Ian Watkins sentenced to 29 years in prison for attempting to rape baby,0
309,Today's Dose Of WTF: Four Topless Women Did Bollywood Dancing At Times Square Wearing Only Body Paint,1
310,Ice hockey: Blackhawks score two goals in 28 seconds to gain 2-0 series lead in the 2010 Stanley Cup Finals,0
311,UNHCR criticises Rwanda's and Burundi's decision to re-label refugees as illegal immigrants,0
312,"Christopher Walken Reading Edgar Allan Poe's ""The Raven"" Will Make Your Literary-Loving Heart Explode",1
313,"Muslims Globally Are Condemning Islamophobia By Tweeting Support For Paris With ""I Am A Muslim""",1
314,"Situation at damaged nuclear power plant remains 'very grave', says Japanese Prime Minister",0
315,People Are Calling Bethenny Frankel A Racist After She Complained About Spanish-Speaking Employees At Kmart,1
316,"John Boyega Completely Lost His Shit When He Watched Himself In The ""Star Wars: The Force Awakens"" Trailer",1
317,Two Huge Whales Just Wanted To Hang With This Dude While He Paddleboarded And It's Surprisingly The Cutest,1
318,"Adele, Jennifer Lawrence, And Emma Stone Have Just Set Friendship Goals To Epic Proportions",1
319,Western Sahara campaigner still blocked from returning home by Moroccan authorities; on twentieth day of hunger strike,0
320,Scientology ties at New Village Leadership Academy stir controversy for Will Smith and Jada Pinkett-Smith,0
321,"500 Storm Troopers Invade Great Wall Of China, Star Wars Hype Crushes All Global Resistance",1
322,"Emilia Clarke And Jason Momoa Had The Cutest ""Game Of Thrones"" Reunion At Paris Fashion Week",1
323,MPAA's Valenti signs Betamax tapes for EFF protesters as Grokster case continues in US Supreme Court,0
324,This Dude Quit His Job To Train Full-Time To Break The World Record For Most Selfies In An Hour,1
325,San Francisco mother of 12-year-old boy who was mauled to death charged with child endangerment,0
326,Illinois high school boys basketball: Benet beats Carmel after losing previous close games,0
327,Summer Is Officially Over Forever When You Find Out That White Sand Beaches Are Made Of Fish Poop,1
328,Japanese nuclear plant operators ordered to compensate affected families amid calls for prime minister to resign,0
329,"Michael J Fox And Christopher Lloyd Crashed ""Jimmy Kimmel Live"" As Marty McFly And Doc Brown",1
330,"This Acrobatic Hoverboard Choreography To Justin Bieber's ""Sorry"" May Be The Best Thing You See",1
331,The Romanian Photographer Who Documents Beauty Around The World Is Currently Killing It In India,1
332,"Residents fear environmental hazard on site of partially collapsed building in Buffalo, New York",0
333,Australian rules football: Traralgon to play Moe in Gippsland Football League clash Saturday,0
334,Four Boeing 737's found with similar fault to China Airlines plane; inspection deadline shortened,0
335,"Australian football: Adelaide United defeat Queensland Roar, through to A-League Grand Final",0
336,21 Times Neil Patrick Harris And David Burtka Gave Us Serious Relationship And Family Goals,1
337,"VI Congress of Mayors and Councilors of the O'Higgins Region takes place in Pichilemu, Chile",0
338,"Here's What ""Back To The Future"" Got Right And Wrong About 2015, According To Neil deGrasse Tyson",1
339,Band manager Daniel Biechele shown parole support by families of victims of the Station nightclub fire,0
340,"Your Children Will Be Taught That Nyle From ""America's Next Top Model"" Is The Hottest Man Ever",1
341,'The Regime' hacks 711chan.org in response to 'Anonymous' attack on Scientology; takes web site off line,0
342,"North Korea says it's preparing to launch space program, denies preparations to test missile",0
343,This Muslim Professor Is Offering To Treat People To A Pork Meal To Stand Up Against Intolerance,1
344,These 4 Idiots Dressed Up As Santa And Harassed Their Office To Discover The True Meaning Of Christmas,1
345,Wikinews interviews Daylight Saving for South East Queensland Party about the upcoming Queensland State election,0
346,"Cambridge, Mass., city council recommends construction firm W. R. Grace remain under DEP supervision for asbestos contamination",0
347,This Rugby Fan's Super-Excited Reaction To Meeting Shane Williams Will Make You Grin Like A Fool,1
348,"Wikinews holds a follow-up interview with Kevin Baugh, president of the Republic of Molossia",0
349,Australian rules football: West Gippsland Latrobe Football League becomes Gippsland Football League as Wonthaggi concedes move,0
350,"Campaign offices for John McCain evacuated in Centennial, Colorado and Manchester, New Hampshire, USA",0
351,A Best-Selling Author Dismissed Postpartum Depression Screening As A Pharmaceutical Conspiracy,1
352,Some Dude Asked Natalie Dormer How She Feels About Looking Like Kermit The Frog's Girlfriend,1
353,"Thousands Of People Are Sharing This ""Humans Of Bombay"" Post About A Child With A Rare Genetic Disorder",1
354,"Cricket: Caloundra lead Glasshouse at stumps on day 2 of 2010 Sunshine Coast, Queensland division one grand final",0
355,At least four dead and hundreds of homes destroyed after week of wildfires rage throughout Texas,0
356,Wikinews interviews Dr. Robert Kelly and Dr. Jim Gill regarding joint scientific venture in North Korea,0
357,"U.S. military confirms Qur'ans were kicked, stepped on and splashed with urine at Guantanamo",0
358,This Duo Is Travelling Across India For A Year To Highlight The Issues Nobody's Talking About,1
359,"After Teaching Himself To Do His Daughter's Hair, A Single Dad Started A Class To Teach Others",1
360,Australian Senate passes resolution opposing death penalty in shadow of Van Nguyen execution,0
361,"2007 World Deaf Swimming Championships Day 3: ""Bad weather"" and ""New Record Day of Belarus""",0
362,"Which ""Harry Potter"" Valentine's Day Card Should You Give To Your Crush Based On Your Zodiac Sign",1
363,Indian Redditors Responded PERFECTLY To A College's Alleged List Of Bizarre Rules For Females,1
364,Pastor Michael Guglielmucci admits his cancer was a hoax; videos being removed from YouTube,0
365,UK Christian group plans to highlight concerns about new law by using it to ban the Qur'an,0
366,"This Woman Owns A T-Shirt With The Entire Script To ""Bee Movie"" On It And People Are Losing Their Minds",1
367,Meet The Alia Bhatt Superfan Who's Going To Hilarious Lengths Just For A Reply From Her On Twitter,1
368,Taiwan’s Blue Camp pays respects on the thirtieth anniversary of the passing of Chiang Kai-shek,0
369,Australian school at center of child-sex allegations pulls newsletter mentioning 'Penthouse' as recommended reading,0
370,Taylor Swift's Cat Olivia Benson  Chewed Up An Award Belonging To The Real Life Olivia Benson,1
371,"Billy On The Street Talks Pizza Rat Being Gay, Donald Trump's Anus-Mouth, And Other Hilarious Hot Topics",1
372,Wikinews interviews Zahra Stardust about the upcoming by-election in the Bradfield electorate of the Australian parliament,0
373,Vogue's December Cover Features Bollywood Divas From Across Generations Looking Glorious AF,1
374,University of Missouri Hospital in lockdown after 'violent individual' attempts to gain access to building,0
375,"We Know Your Favorite Adult ""Harry Potter"" Character Based On Your Favorite Social Media Site",1
376,Jennifer Lawrence's New Movie Is Basically Just A Bunch Of GIFs Of Her In Search Of A Movie,1
377,Award winning singer George Michael cautioned after caught with drugs in London public toilet,0
378,"A Bride Says She's Outraged After She Missed Part Of Her Honeymoon Over A ""Damaged"" Passport",1
379,This 11-Year-Old Girl Started A Project Called #1000BlackGirls To Get More Diverse Books In Schools,1
380,Crisis at stricken Japan nuclear plant escalates to level of Chernobyl; six killed in aftershock,0
381,We Can Predict Your Romantic Future With Just 3 Questions About Your Taste In Bollywood Movies,1
382,"US government reports decline in teen birth rate and binge drinking, rise in poverty and drug abuse",0
383,A Group Of People Tried Journaling Every Day For A Month And It Got A Little Too Introspective,1
384,Moldovan president tells NATO over half a million Moldovans held hostage in separatist Transnistria,0
385,These Two Adorable Guinea Pigs Sharing A Blade Of Grass Might Just Cause Your Heart To Explode,1
386,NGOs in Taiwan to promote carbon-decreasing movements in different sectors before Earth Day,0
387,A Man And A Woman Live Streamed The Same Moments To Show How Differently Women Are Treated Online,1
388,"People Are Angry After A Yoga Teacher Said A School Suspended Her Class Over ""Cultural Issues""",1
389,Bryce Dallas Howard Was Refreshingly Honest While Talking About How She Got Her Globes Dress At A Department Store,1
390,"Students raise record amounts of money during Christmas fundraiser at Benet Academy, Illinois",0
391,"Demi Lovato Revealed That Disney Asked Her To ""Fix"" Her Gap Teeth Before Filming ""Camp Rock""",1
392,Kendall Jenner And Her Supermodel Crew Looked Flawless While Dancing To The Backstreet Boys,1
393,Plans set in motion for the removal of Bob Barr as the Libertarian Party's U.S. presidential nominee,0
394,Halliburton's KBR awarded half billion dollar repair contract for Gulf Coast Navy facilities,0
395,Senior U.S. aviation official resigns after crisis in control towers termed 'unacceptable',0
396,This Heartwarming Photo Captures The Moment An Elderly Couple Helped A Young Man Tie His Tie,1
397,This Group Is Sending Hand Sanitisers To Mark Zuckerberg For Each Victim Of The 2002 Gujarat Riots,1
398,"Two killed, two seriously injured after boulder collapses onto house in Stein an der Traun, Germany",0
399,Community Television consortium urges Australian government to increase funding for channels,0
400,Jimmy Kimmel Introduced The Most Famous Julia Roberts To A Bunch Of Civilians Also Named Julia Roberts,1
401,"Wheaton Academy, Illinois boys basketball team plays Benet Academy, suffers first in-state loss",0
402,A Dad Recorded All The Adorable Questions His Son Asked When Watching Star Wars For The First Time,1
403,Jennifer Lawrence's Real-Life Best Friend Called Her On TV To Find Out If She's Been Replaced By Amy Schumer,1
404,Controversial Boxer Tyson Fury Stripped Of Heavyweight Title Just Two Weeks After Winning It,1
405,"Netanyahu pushed previous prime minister Olmert to attack Iran, according to Wikileaks cables",0
406,"UK soldier shot dead in Afghanistan, number of military personnel killed in country increases to 233",0
407,2012 Report on Gender Equality and Development credits Icelandic parental policy with 'hopeful' changes,0
408,Famous Person Justin Bieber Randomly Ran Into Other Famous Person Adam Sandler On The Street,1
409,"This Guy Covered ""Sorry"" In 20 Different Ways And I've Never Wanted To Hear An Apology More",1
410,"Al-Qaeda's second in command, Ayman al-Zawahiri, calls for 'strikes against Jewish and American interests'",0
411,News agencies suggest that campaign operative for Republican Party edited article on vice presidential nominee,0
412,These Women Claim They've Made An App That Lets You Rate Other People And The Internet Is Furious,1
413,"This Guy Watched All Of ""Breaking Bad"" For Three Days Straight And It's An Emotional Roller Coaster",1
414,Televisión Nacional de Chile acknowledges 'error' for using 'hooded delinquent' videos in news programme,0
415,A Gay Man Wrote This Heartbreaking Letter To His Parents When They Didn't Come To His Wedding,1
416,"Times Of India Called Alan Rickman The Villain Of The ""Harry Potter"" Series In His Obituary",1
417,Republican Congressman Ron Paul endorses Constitution Party nominee Chuck Baldwin for President of the United States,0
418,Cara Delevingne And Annie Clark Together At London Fashion Week Will Literally Make Your Heart Ache With Joy,1
419,Ahmedi of Iran's PDKI discusses Kurdistan's general strike and the democratic future of Iran,0
420,"British government apologises for suggesting the Pope could create a brand of ""Benedict"" condoms",0
421,"Claims from British quake may run into ""low tens of millions of pounds"" - Insurance association reps",0
422,US officials accused of covering up human deaths from BSE and discouraging testing of suspected animals,0
423,Can You Make It Through 27 Hilarious Photos of Michael Scott Saying The Absolute Wrong Thing Without Laughing,1
424,This Guy Proposed To His Girlfriend While On A Roller Coaster And Caught The Whole Thing On Camera,1
425,"Champaign, Illinois mayor doubts Obama's natural-born citizenship; local politicians divided on whether mayor should resign",0
426,People Are Using #BlackDotCampaign To Talk About A Controversial Domestic Violence Campaign,1
427,"Cricket: Caloundra defeat Glasshouse in Sunshine Coast, Queensland division one limited overs final",0
428,NSW Supreme Court upholds non-publication order for lawsuit filed against Australia's richest person,0
429,"A Physicist Tweeted That Gravitational Waves ""May Have Been Discovered"" And People Are Excited",1
430,Copy of handbook for leaders of the Church of Jesus Christ of Latter-day Saints obtained by Wikinews,0
431,"Game Of Thrones Map Magically Materializes On Coffee Shop Bench, White Walker Apocalypse Is Nigh",1
432,"Radical left computer activists capture data of Blood and Honour web forum with 31,948 users",0
433,Northrop Grumman and Airbus parent EADS defeat Boeing for $40 billion US airtanker contract,0
434,"Teen charged with seven felonies related to threats made on Wikipedia, Wikinews interviews administrator who contacted police",0
435,Fiji makes progress on gender roles according to 2012 Report on Gender Equality and Development,0
436,We Surprised A Group Of Jewish Kids By Having Them Meet Santa For The First Time And They Weren't Into It,1
437,These Five Sisters Did A Photo Shoot To Thank Their Parents For Paying For All Of Their Weddings,1
438,Australian rules football: Victorian Football League to be broadcast live around Australia in HD,0
439,Space Shuttle Endeavour enters history books after nineteen years following penultimate landing of program,0
440,"Murdoch empire in crisis after newspaper closes: BSkyB bid halted, former editor arrested, anger at chief executive",0
441,"After Receiving 137 Rejections From Publishers, This Poet Became A Tumblr And Instagram Star",1
442,Al-Qaeda says bin Laden death will 'not be wasted'; Pentagon releases videos of terrorist leader in compound,0
443,Women Scrolled Through Tinder And Were Very Vocal About What They Liked And What They Didn't Like,1
444,"Benedict Cumberbatch Tells Theatre Audience ""Fuck The Politicians"" After ""Hamlet"" Performance",1
445,The New York Times Asked Readers If They Could Kill Baby Hitler And People Are Freaking The Fuck Out,1
446,"Two-time Eurovision entrant Edsilia Rombley discusses music, love, and her contrasting Contest experiences",0
447,This Video Of A Girl Lip Syncing To A 2008 Soulja Boy Song Is My Favorite Thing And I Want It To Be Everyone's Favorite Thing,1
448,Independent Wisconsin legislative candidate to sue over censorship of controversial description,0
449,European Court of Justice rules ISPs not obliged to reveal identity of people suspected of illegal sharing,0
450,A Bride Honored Her Father At Her Wedding With A Dance With Four Of His Fellow Police Officers,1
451,"A 65-Year-Old Man's Typewriter Was Destroyed By An Angry Cop, And The Internet Got Him A New One",1
452,"The ""Friends"" Cast Reunited And Hung Out With The Other Most Iconic TV Show Cast Of All Time",1
453,"Former Pasqua aide claims Iraq intended to reward Charles Pasqua, denies having received oil",0
454,"Seismologist Mario Pardo rebukes notion that Pichilemu, Chile experiencing ""seismic swarm""",0
455,"UEFA Champions League 2007/08: Rangers, Copenhagen, Tampere and Dinamo Zagreb advance to 3rd Qualifying Round",0
456,Wikinews interviews former Salt Lake City mayor and 2012 presidential candidate Rocky Anderson,0
457,France protests treatment of government minister by US authorities; US government admits mistake,0
458,"7 Essays To Read: How Money Affects Love, Muppet Sex, And What's Wrong With That Taylor Swift Video",1
459,Australian rules football: Leongatha upset Traralgon in round six of 2010 Gippsland Football League season,0
460,North Korea Threatens to Withdraw Incentives for South Korean Companies at Joint Industrial Site,0
461,An Amputee Wasn't Allowed To Board Her Flight Until She Stripped And Removed Her Prosthetic Leg,1
462,Two women in North Carolina arrested for allegedly using Family Dollar variety store as marijuana ring,0
463,Kate Winslet Keeps Her Oscar In Her Bathroom So People Can Practice Their Own Acceptance Speeches,1
464,Zendaya Coleman Completely Changed Her Hair For This Shoot And It's Everything You Need In Life,1
465,"Persons from Punta Arenas, Chile on strike after government announcement to increase gas prices",0
466,"Stage collapse at Canadian ""Big Valley Jamboree"" kills one, and seriously injures four others",0
467,Australia women's water polo team into FINA Women's World League Super Finals quarter finals,0
468,That Picture Of  Matthew Perry And Courteney Cox Everyone Is Talking About Is 10 Years Old,1
469,Missouri Circuit Court Judge Werner Moentmann rules that Planned Parenthood must repay money.,0
470,"Australian rules football: Bairnsdale join Gippsland League, will play first game in Warragul",0
471,"11 Celebrities Wearing Iron Maiden T-Shirts, Ranked By How Likely It Is That They've Actually Listened To Iron Maiden",1
472,Here's All You Need To Know About The New Harry Potter Theme Park At Universal Studios Hollywood,1
473,"Visiting students detained in Louisiana, USA, while photographing ExxonMobil chemical plant",0
474,This Bride Treated Herself To McDonald's After Her Groom Went Paintballing At Their Wedding,1
475,This Mom Caught Her Little Girl Turning Her Baby Sister Into A Zebra With A Permanent Marker,1
476,This 19-Year-Old Creates Jaw-Droppingly Realistic 3D Art That Will Make You Do A Double Take,1
477,This Photographer Tied A Model Up In Shark-Infested Waters And It Was More Beautiful Than Scary,1
478,Two unconscious drug-overdosed men discovered outside University of Canberra residence hall,0
479,"People Are Trying To Make Britney Spears A Playable Character In ""Super Smash Bros."" Because Why Not",1
480,John Krasinski Had A Very Awkward Night At The Golden Globes While Sitting At Leonardo DiCaprio's Table,1
481,"23 Times Charlie Kelly Was The Champion Of Our Hearts On ""It's Always Sunny In Philadelphia""",1
482,Wikileaks claims ‘abuse of process’ in court case that resulted in wikileaks.org being taken offline,0
483,I'm About To Start A Rumor That Andi Dorfman And Chris Harrison Are Dating Based Off These Two Photos,1
484,Canadian power worker says grid is 'String of Christmas Lights that’s been Running Since the 1950s',0
485,"Australian rules football: Interview with Andy Thissling, statistician for the Traralgon Football Club senior side",0
486,Thousands Are Sharing These Heartbreaking Stories By Survivors Of The Peshawar School Attacks,1
487,Someone Needs To Invent This App That Plays Nickelback Songs To Stop You From Stalking Your Ex Online,1
488,This Grandma Had The Perfect Response To Finding Out Her Granddaughter Was Engaged To A Woman,1
489,The Grossest Thing On The Internet This Week Involves A Wrestler With Extremely Strong Junk,1
490,"When A Farmer Was Too Sick To Harvest His Crops, The Community Banded Together To Do It For Him",1
491,We Know What Picture Of Billy Ray Cyrus You Want To Get Framed For Your Mantel Based Off This One Question,1
492,How A Gay Porn Star And Rapper Became Vine Famous And Then Liveblogged His Arrest On Facebook,1
493,"President Bush of the United States authorized NSA surveillance of citizens, bypassing court warrants",0
494,Less 'buzz' in bee's brains; Wikinews interviews Dr Sally Williamson about pesticide effect on bees,0
495,"Seth Rogen, Joseph Gordon-Levitt, And Anthony Mackie Play An Epic Game Of ""Never Have I Ever""",1
496,"Ruby Rose And Nina Dobrev Are Slated To Join Deepika Padukone In ""XXX: The Return Of Xander Cage""",1
497,Koizumi has dissolved the Japanese Diet in response to rejection of postal services commercialization bill,0
498,"I Tweeted That Ariana And Frankie Grande Were ""The New Michael And Janet"" And People Freaked The Fuck Out",1
499,A Group Of College Friends Dressed Up As 90s Bridal Party For Halloween And Had A Fake Wedding,1
